Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
455,Collin Sexton,SG,25,UTA,77,2048,19.9,.610,.316,.356,4.0,7.3,5.7,29.4,1.5,0.7,12.0,27.6,,5.0,0.3,5.3,.125,,3.8,-1.9,1.9,2.0
456,Landry Shamet,SG,26,WAS,46,726,10.5,.556,.573,.168,2.4,7.3,4.8,10.2,1.6,1.1,9.3,18.9,,0.1,0.2,0.3,.020,,-2.7,-1.3,-4.0,-0.4
457,Day'Ron Sharpe,C,22,BRK,59,886,20.2,.601,.049,.435,19.3,29.7,24.3,14.0,1.3,4.2,16.6,19.8,,1.5,1.3,2.8,.152,,-0.2,0.4,0.2,0.5
458,Shaedon Sharpe,SG,20,POR,32,1059,11.4,.524,.415,.274,4.3,13.8,8.8,13.7,1.3,1.0,12.9,22.6,,-0.3,0.7,0.4,.020,,-1.9,-0.9,-2.9,-0.2
459,Ben Sheppard,SG,22,IND,53,727,8.4,.534,.673,.127,1.9,10.9,6.4,7.4,2.0,0.2,5.7,13.3,,0.3,0.4,0.8,.051,,-3.3,0.1,-3.3,-0.2
460,Pascal Siakam,PF,29,TOT,76,2541,19.7,.600,.196,.315,5.9,19.0,12.3,20.0,1.2,0.8,9.0,25.4,,4.8,1.5,6.3,.119,,2.7,-0.6,2.1,2.7
461,Ben Simmons,PG,27,BRK,15,359,16.3,.571,.000,.203,9.5,29.0,18.9,32.9,1.7,2.3,25.1,13.0,,0.5,0.5,1.0,.131,,-0.4,3.0,2.6,0.4
462,Kobi Simmons,PG,26,TOR,4,67,14.5,.476,.381,.000,1.7,10.6,6.1,24.1,4.4,2.6,4.5,14.1,,0.1,0.1,0.1,.096,,-2.7,1.6,-1.1,0.0
463,Anfernee Simons,SG,24,POR,46,1582,15.9,.568,.484,.213,1.5,11.3,6.1,27.4,0.7,0.3,12.1,28.2,,1.4,0.7,2.1,.064,,2.7,-2.5,0.1,0.8
464,Zavier Simpson,PG,26,MEM,3,72,6.1,.337,.364,.182,4.6,6.7,5.6,21.1,3.4,3.9,20.2,17.9,,-0.2,0.1,-0.1,-0.076,,-5.6,1.7,-3.9,0.0
465,Jericho Sims,C,25,NYK,44,562,11.0,.707,.000,.407,11.5,18.9,15.2,5.4,0.7,3.0,20.1,6.1,,0.8,0.7,1.4,.122,,-2.4,0.7,-1.7,0.0
466,Dmytro Skapintsev,C,25,NYK,2,2,-19.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,-0.477,,-16.1,-9.8,-25.9,0.0
467,Jalen Slawson,SF,24,SAC,10,33,5.8,.600,.400,.000,3.5,21.8,12.4,7.5,1.5,2.8,28.6,9.1,,0.0,0.0,0.0,.037,,-8.1,1.2,-6.9,0.0
468,Javonte Smart,PG,24,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.001,,-6.2,-2.1,-8.4,0.0
469,Marcus Smart,PG,29,MEM,20,605,11.8,.552,.565,.236,1.1,9.4,5.1,22.7,3.4,0.8,19.2,23.1,,-0.6,0.7,0.2,.014,,-3.4,1.0,-2.4,-0.1
470,Dennis Smith Jr.,PG,26,BRK,56,1059,13.4,.508,.322,.172,5.2,12.8,8.8,27.1,3.2,1.0,15.8,17.7,,0.4,1.3,1.7,.077,,-2.5,1.8,-0.7,0.3
471,Dru Smith,SG,26,MIA,9,131,12.8,.576,.515,.061,5.4,7.4,6.4,15.0,3.5,2.2,12.9,13.3,,0.1,0.2,0.3,.121,,-1.8,3.2,1.4,0.1
472,Ish Smith,PG,35,CHO,43,741,6.8,.435,.051,.025,1.7,10.4,5.9,26.4,1.1,0.5,22.7,12.4,,-0.6,0.2,-0.4,-0.023,,-5.6,-1.3,-6.9,-0.9
473,Jabari Smith Jr.,PF,20,HOU,71,2252,13.9,.574,.457,.227,6.5,22.4,14.4,6.6,1.1,2.2,9.2,17.8,,2.0,3.2,5.2,.111,,-0.5,0.2,-0.3,1.0
474,Jalen Smith,C,23,IND,57,993,20.8,.682,.365,.277,12.4,26.0,19.2,7.9,0.7,3.0,8.9,19.6,,2.8,0.9,3.7,.180,,3.2,-0.8,2.5,1.1
475,Nick Smith Jr.,SG,19,CHO,48,663,7.4,.504,.502,.051,2.9,8.2,5.5,11.7,0.6,1.0,12.1,19.8,,-0.7,0.1,-0.6,-0.041,,-3.5,-2.7,-6.2,-0.7
476,Terquavion Smith,PG,21,PHI,13,75,19.0,.575,.767,.070,0.0,4.7,2.3,23.7,5.3,0.0,10.1,28.6,,0.1,0.1,0.2,.110,,3.4,1.3,4.7,0.1
477,Jeremy Sochan,PF,20,SAS,74,2193,11.4,.513,.293,.186,7.0,17.7,12.3,15.9,1.4,1.5,14.3,18.9,,-0.7,1.8,1.1,.023,,-2.7,-0.7,-3.4,-0.8
478,Pat Spencer,PG,27,GSW,3,6,21.2,1.000,.000,.000,0.0,0.0,0.0,45.3,0.0,0.0,0.0,7.1,,0.0,0.0,0.0,.292,,5.4,-0.7,4.8,0.0
479,Jaden Springer,SG-PG,21,TOT,45,448,9.8,.468,.324,.265,8.4,9.3,8.8,12.0,3.0,2.8,16.5,17.6,,-0.3,0.6,0.3,.029,,-5.0,0.7,-4.2,-0.3
480,Lamar Stevens,PF,26,TOT,37,522,14.5,.516,.181,.211,7.3,19.6,13.3,7.6,2.1,3.2,8.5,22.5,,-0.1,0.8,0.7,.060,,-2.4,-0.1,-2.5,-0.1
481,Isaiah Stewart,PF,22,DET,46,1423,11.3,.600,.458,.223,6.0,19.1,12.4,7.1,0.6,2.3,13.6,14.6,,0.8,0.8,1.6,.054,,-1.6,-0.7,-2.3,-0.1
482,Julian Strawther,SF,21,DEN,47,542,8.7,.486,.624,.131,1.1,11.9,6.7,11.4,1.6,1.1,8.2,20.7,,-0.3,0.5,0.2,.020,,-4.4,-1.3,-5.7,-0.5
483,Max Strus,SF,27,CLE,66,2112,11.5,.552,.661,.126,3.5,14.0,8.8,16.5,1.5,1.2,12.6,17.6,,0.9,2.4,3.3,.076,,-1.3,0.5,-0.7,0.7
484,Jalen Suggs,SG,22,ORL,70,1879,13.6,.597,.544,.204,2.8,11.0,6.9,15.0,2.7,2.1,15.1,19.8,,0.8,3.1,4.0,.102,,-0.9,1.6,0.7,1.3
485,Cole Swider,SF,24,MIA,15,83,8.5,.569,.778,.056,1.4,8.7,5.0,7.5,0.6,1.2,17.8,24.2,,-0.1,0.1,-0.1,-0.044,,-1.0,-2.3,-3.4,0.0
486,Jae'Sean Tate,SF,28,HOU,65,1031,9.4,.538,.336,.170,6.5,14.8,10.6,8.2,2.0,1.3,13.1,11.7,,0.4,1.4,1.8,.082,,-3.8,1.5,-2.3,-0.1
487,Jayson Tatum,PF,25,BOS,72,2576,22.4,.605,.425,.350,3.0,21.7,12.7,21.0,1.4,1.4,10.3,30.4,,5.8,4.3,10.1,.188,,4.5,0.6,5.1,4.6
488,Terry Taylor,PF,24,CHI,31,188,10.1,.558,.231,.128,10.3,12.7,11.5,7.1,1.3,1.1,14.5,11.3,,0.1,0.1,0.3,.069,,-3.1,-0.1,-3.2,-0.1
489,Garrett Temple,SG,37,TOR,23,212,9.3,.514,.517,.241,4.8,12.9,8.8,9.8,2.3,0.8,12.3,14.9,,0.0,0.1,0.1,.029,,-3.8,-1.1,-5.0,-0.2
490,Dalen Terry,SG,21,CHI,54,578,9.6,.493,.508,.270,4.7,14.6,9.6,16.0,2.0,2.3,15.6,12.7,,0.0,0.6,0.6,.053,,-3.7,1.2,-2.5,-0.1
491,Daniel Theis,C,31,TOT,57,949,14.1,.593,.230,.170,10.5,17.6,14.2,8.5,1.0,4.5,11.3,15.3,,1.3,1.0,2.3,.114,,-1.8,0.0,-1.7,0.1
492,Cam Thomas,SG,22,BRK,62,1938,16.1,.552,.326,.282,1.5,10.7,5.9,15.9,1.1,0.7,8.3,30.6,,1.0,1.2,2.2,.055,,0.5,-1.9,-1.3,0.3
493,Isaiah Thomas,PG,34,PHO,4,14,6.8,.417,.333,.000,0.0,0.0,0.0,19.3,0.0,0.0,0.0,18.6,,0.0,0.0,0.0,-0.006,,-1.8,-4.2,-6.0,0.0
494,Amen Thompson,SF,21,HOU,57,1232,17.5,.563,.138,.338,11.4,21.3,16.3,16.1,2.8,2.5,14.7,18.9,,1.2,2.3,3.4,.134,,-0.6,2.0,1.4,1.1
495,Ausar Thompson,SF,21,DET,63,1583,12.8,.522,.235,.248,9.3,20.2,14.7,10.8,2.1,3.2,13.6,16.6,,0.0,1.7,1.7,.051,,-2.8,0.6,-2.2,-0.1
496,Klay Thompson,SF,33,GSW,73,2166,13.4,.570,.610,.117,1.8,11.0,6.4,11.0,1.1,1.3,9.1,24.1,,1.5,1.3,2.8,.063,,0.7,-1.5,-0.8,0.7
497,Tristan Thompson,C,32,CLE,48,537,14.0,.574,.009,.442,16.1,21.8,19.0,13.0,1.1,2.3,17.7,13.6,,0.6,0.7,1.3,.119,,-2.0,0.8,-1.2,0.1
498,JT Thor,PF,21,CHO,59,699,7.8,.479,.438,.099,6.2,14.8,10.4,4.7,0.6,3.2,7.6,11.6,,-0.1,0.4,0.2,.016,,-4.1,-1.0,-5.2,-0.6
499,Matisse Thybulle,SF,26,POR,65,1487,10.4,.537,.729,.091,2.2,8.8,5.3,8.3,3.8,3.0,10.8,10.6,,0.3,1.9,2.2,.072,,-2.8,3.4,0.5,0.9
500,Xavier Tillman Sr.,C-PF,25,TOT,49,914,11.8,.460,.284,.191,8.3,17.2,12.7,11.4,2.6,4.1,10.3,14.7,,-0.3,1.5,1.2,.062,,-3.3,1.8,-1.5,0.1
501,Jacob Toppin,SF,23,NYK,9,38,14.3,.658,.444,.222,9.4,12.6,11.0,10.9,0.0,2.5,9.2,12.4,,0.1,0.0,0.1,.157,,0.6,-1.2,-0.7,0.0
502,Obi Toppin,PF,25,IND,78,1665,15.9,.674,.434,.176,5.8,16.0,10.8,8.8,1.2,2.0,10.1,16.5,,3.1,1.1,4.3,.123,,1.5,-0.4,1.1,1.3
503,Juan Toscano-Anderson,SF,30,SAC,11,53,2.6,.292,.333,.000,8.6,22.7,15.5,9.0,0.9,1.7,14.3,11.3,,-0.1,0.1,0.0,-0.026,,-8.7,-0.8,-9.5,-0.1
504,Karl-Anthony Towns,PF,28,MIN,60,1969,19.2,.628,.340,.307,5.8,23.8,15.3,14.8,1.1,1.8,13.8,27.7,,2.6,3.7,6.2,.152,,1.8,1.0,2.9,2.4
505,Gary Trent Jr.,SG,25,TOR,67,1873,12.1,.554,.544,.113,1.4,9.5,5.4,8.3,1.8,0.5,5.0,19.9,,0.8,0.8,1.6,.041,,-1.1,-1.4,-2.5,-0.2
506,Oscar Tshiebwe,PF,24,IND,8,42,24.7,.553,.000,.400,22.3,22.5,22.4,6.5,2.3,1.9,0.0,23.6,,0.1,0.0,0.2,.216,,4.5,-2.3,2.2,0.0
507,P.J. Tucker,PF,38,TOT,27,419,5.4,.474,.721,.070,7.2,13.9,10.6,3.9,1.7,1.5,15.3,5.5,,0.1,0.4,0.5,.057,,-4.4,0.5,-3.9,-0.2
508,Myles Turner,C,27,IND,73,1968,18.9,.620,.352,.346,6.4,23.4,14.9,6.3,0.9,5.5,9.5,23.4,,2.9,2.1,5.1,.124,,0.6,-0.1,0.6,1.3
509,Hunter Tyson,PF,23,DEN,15,44,6.5,.526,.684,.000,2.8,21.4,12.3,6.2,0.0,0.0,9.5,21.0,,0.0,0.0,0.0,.010,,-6.3,-2.7,-9.0,-0.1
510,Stanley Umude,SG,24,DET,24,307,11.4,.647,.631,.381,3.0,16.4,9.6,4.9,1.3,2.0,12.5,15.6,,0.3,0.2,0.5,.083,,-1.5,-0.1,-1.7,0.0
511,Jonas Valančiūnas,C,31,NOP,77,1843,20.1,.626,.167,.285,11.2,31.3,21.4,13.1,0.8,3.7,11.8,20.7,,3.8,3.2,7.0,.182,,1.0,0.5,1.6,1.7
512,Jarred Vanderbilt,PF,24,LAL,29,581,11.6,.578,.237,.316,8.7,18.7,14.0,7.7,3.0,0.7,17.7,11.8,,0.2,0.8,1.1,.087,,-2.9,1.3,-1.6,0.0
513,Fred VanVleet,PG,29,HOU,70,2562,16.2,.563,.586,.219,1.2,10.2,5.7,31.1,1.9,2.1,10.5,19.3,,4.5,3.1,7.6,.143,,2.3,0.9,3.2,3.3
514,Devin Vassell,SG,23,SAS,68,2248,15.7,.578,.422,.190,1.3,11.9,6.6,19.1,1.6,0.9,8.6,23.6,,1.8,1.5,3.3,.070,,1.0,-1.0,0.0,1.1
515,Sasha Vezenkov,PF,28,SAC,39,487,13.9,.577,.625,.082,7.0,15.5,11.2,5.3,1.9,1.3,5.9,17.9,,0.5,0.5,1.0,.100,,0.2,-0.8,-0.6,0.2
516,Gabe Vincent,PG,27,LAL,8,170,3.8,.364,.513,.051,2.2,2.6,2.4,12.8,2.0,0.0,9.1,11.2,,-0.2,0.1,-0.1,-0.024,,-6.7,0.9,-5.8,-0.2
517,Nikola Vučević,C,33,CHI,72,2460,17.5,.534,.258,.102,9.3,27.5,18.2,15.6,1.0,2.4,8.8,23.6,,1.9,2.9,4.8,.093,,0.6,-0.6,0.0,1.2
518,Tristan Vukcevic,C,20,WAS,8,108,12.6,.541,.522,.239,3.1,24.6,13.6,10.5,1.8,2.3,9.0,21.9,,0.0,0.1,0.1,.039,,-3.4,0.6,-2.8,0.0
519,Dean Wade,PF,27,CLE,54,1108,10.3,.598,.871,.112,4.1,19.1,11.7,5.0,1.8,2.0,7.6,10.6,,0.9,1.6,2.5,.109,,-1.7,1.8,0.1,0.6
520,Franz Wagner,SF,22,ORL,69,2249,17.2,.574,.307,.291,3.6,16.1,9.8,18.8,1.6,1.1,10.3,25.7,,2.5,3.3,5.8,.124,,0.8,0.2,1.0,1.7
521,Moritz Wagner,C,26,ORL,75,1326,20.6,.679,.212,.379,10.0,19.7,14.8,11.5,1.3,1.4,13.2,22.8,,3.2,2.0,5.2,.188,,1.8,0.3,2.1,1.4
522,Ish Wainright,SF,29,TOT,10,61,9.2,.462,.833,.083,6.0,21.9,13.3,2.0,3.2,1.5,7.4,18.9,,-0.1,0.1,0.0,.030,,-2.8,0.5,-2.3,0.0
523,Jabari Walker,SF,21,POR,68,1587,13.0,.550,.279,.338,9.3,25.3,16.8,6.5,1.3,1.3,10.3,16.2,,1.1,1.6,2.8,.084,,-2.4,-0.9,-3.3,-0.5
524,Jarace Walker,PF,20,IND,31,328,11.3,.514,.495,.086,4.3,16.6,10.4,14.1,2.0,2.7,12.8,16.0,,0.0,0.3,0.3,.050,,-0.8,0.7,0.0,0.2
525,Lonnie Walker IV,SG,25,BRK,55,923,13.5,.555,.557,.126,1.3,13.2,7.0,11.4,1.6,1.6,9.1,24.8,,0.0,0.8,0.8,.041,,-0.2,-1.1,-1.3,0.2
526,Cason Wallace,SG,20,OKC,77,1591,11.8,.614,.525,.089,3.7,9.0,6.4,8.7,2.1,2.0,9.4,13.1,,1.7,1.8,3.5,.104,,-1.1,0.7,-0.3,0.7
527,Jordan Walsh,SF,19,BOS,7,46,7.0,.333,.556,.000,10.1,23.1,16.8,10.4,2.2,1.9,18.2,10.4,,0.0,0.1,0.1,.054,,-7.1,2.5,-4.7,0.0
528,T.J. Warren,SF,30,MIN,10,123,9.4,.479,.317,.098,5.1,15.7,10.7,10.4,1.6,0.7,8.6,16.9,,0.0,0.2,0.2,.061,,-5.0,0.5,-4.5,-0.1
529,P.J. Washington,PF,25,TOT,69,2100,12.3,.541,.506,.181,4.3,16.8,10.4,9.3,1.6,2.4,9.9,19.4,,-0.1,1.9,1.8,.040,,-1.7,-0.4,-2.1,-0.1
530,TyTy Washington Jr.,PG,22,MIL,6,30,1.6,.333,.444,.000,4.0,7.6,5.8,4.0,3.2,0.0,18.2,15.9,,-0.1,0.0,-0.1,-0.115,,-9.0,-0.9,-9.9,-0.1
531,Yuta Watanabe,SF,29,TOT,34,464,4.7,.474,.733,.147,2.9,10.4,6.7,4.2,1.3,1.3,13.3,13.3,,-0.5,0.4,-0.1,-0.010,,-5.3,-1.1,-6.5,-0.5
532,Lindy Waters III,SG,26,OKC,34,235,12.9,.589,.810,.024,3.7,14.4,9.3,11.1,0.8,2.4,6.6,16.9,,0.3,0.2,0.5,.107,,0.6,-0.8,-0.1,0.1
533,Trendon Watford,PF,23,BRK,59,732,16.6,.629,.215,.309,7.1,18.1,12.4,13.9,1.5,2.1,14.5,20.9,,1.0,0.8,1.8,.115,,-0.5,0.4,-0.1,0.4
534,Peyton Watson,SF,21,DEN,76,1395,11.8,.542,.352,.241,4.6,15.5,10.2,7.2,1.5,4.8,10.5,16.5,,0.2,1.9,2.1,.072,,-3.0,0.7,-2.3,-0.1
535,Victor Wembanyama,C,20,SAS,68,1996,23.1,.563,.328,.315,8.7,32.3,20.3,21.2,2.1,10.0,16.0,32.2,,-0.9,4.1,3.2,.077,,1.8,3.2,5.0,3.5
536,Blake Wesley,SG,20,SAS,56,761,10.1,.524,.253,.385,2.3,9.3,5.8,26.6,1.6,1.0,17.8,14.4,,0.2,0.5,0.7,.045,,-4.1,-0.1,-4.2,-0.4
537,Russell Westbrook,PG,35,LAC,65,1455,16.4,.517,.234,.246,7.7,18.5,13.3,28.7,2.4,1.4,16.2,25.5,,0.1,1.8,1.9,.063,,-0.1,0.5,0.5,0.9
538,Coby White,PG,23,CHI,74,2694,14.5,.571,.470,.219,1.8,13.3,7.4,21.0,0.9,0.6,11.1,22.8,,2.7,1.7,4.3,.077,,0.7,-1.3,-0.5,1.0
539,Derrick White,SG,29,BOS,70,2290,17.2,.616,.583,.185,2.5,11.7,7.3,21.4,1.5,3.3,11.0,18.8,,4.9,3.4,8.4,.176,,2.6,1.5,4.1,3.5
540,Cam Whitmore,SF,19,HOU,42,767,16.7,.562,.460,.243,5.9,17.5,11.6,4.3,1.7,1.4,8.4,27.9,,0.1,1.0,1.2,.072,,1.1,-1.0,0.0,0.4
541,Aaron Wiggins,SG,25,OKC,73,1114,14.7,.663,.346,.187,6.3,11.4,8.9,8.7,2.0,1.5,12.8,15.9,,1.7,1.3,2.9,.127,,0.1,0.0,0.2,0.6
542,Andrew Wiggins,SF,28,GSW,67,1808,12.6,.540,.317,.234,6.8,12.7,9.8,8.8,1.1,1.8,9.1,20.8,,1.1,1.3,2.3,.062,,-1.4,-1.2,-2.6,-0.3
543,Lindell Wigginton,PG,25,MIL,3,8,5.7,.510,.400,.400,0.0,0.0,0.0,0.0,0.0,0.0,14.5,37.2,,0.0,0.0,0.0,-0.159,,-14.6,-9.2,-23.9,0.0
544,Alondes Williams,SG,24,MIA,4,11,-3.6,.338,.500,.250,0.0,11.0,5.4,0.0,0.0,0.0,18.4,22.2,,-0.1,0.0,-0.1,-0.235,,-12.2,-4.7,-16.9,0.0
545,Brandon Williams,PG,24,DAL,13,60,11.0,.431,.304,.478,5.7,7.6,6.7,26.1,0.8,1.5,9.7,22.1,,0.0,0.0,0.0,.008,,-1.7,-2.2,-3.9,0.0
546,Grant Williams,PF,25,TOT,73,2033,10.3,.581,.565,.225,4.6,12.7,8.6,10.8,1.0,1.7,14.0,15.8,,0.9,1.4,2.3,.054,,-2.1,-0.7,-2.7,-0.4
547,Jalen Williams,PF,22,OKC,67,2124,19.2,.623,.243,.230,2.1,12.2,7.4,21.4,1.7,1.9,10.2,24.0,,4.3,2.4,6.7,.150,,2.1,0.2,2.2,2.3
548,Jaylin Williams,C,21,OKC,64,823,12.2,.546,.639,.195,4.9,24.9,15.3,14.7,1.5,2.9,12.6,13.5,,0.7,1.3,2.0,.115,,-1.1,1.8,0.7,0.6
549,Jeenathan Williams,SG,24,HOU,20,107,15.4,.551,.098,.244,11.3,9.4,10.4,9.9,1.4,0.0,4.2,18.9,,0.2,0.1,0.3,.127,,-0.9,-0.9,-1.8,0.0
550,Kenrich Williams,PF,29,OKC,64,946,12.5,.578,.516,.055,7.8,16.1,12.1,10.7,1.9,0.9,8.4,13.1,,1.2,1.2,2.4,.123,,-0.7,0.4,-0.3,0.4
551,Malik Williams,C,25,TOR,2,33,-1.4,.000,.286,.000,3.5,14.4,8.8,3.5,1.5,8.0,12.5,10.4,,-0.2,0.0,-0.1,-0.184,,-10.1,-1.8,-11.8,-0.1
552,Mark Williams,C,22,CHO,19,508,22.4,.675,.000,.424,16.7,25.3,20.8,6.8,1.6,3.7,8.7,17.1,,1.5,0.6,2.1,.197,,1.5,-0.8,0.8,0.3
553,Patrick Williams,PF,22,CHI,43,1174,11.0,.553,.412,.184,4.5,12.2,8.2,7.8,1.7,2.9,12.8,16.7,,0.0,1.1,1.1,.047,,-2.2,-0.1,-2.3,-0.1
554,Robert Williams,C,26,POR,6,119,17.1,.684,.000,.346,10.1,28.1,18.6,6.3,2.9,5.3,18.9,13.3,,0.1,0.2,0.4,.144,,-2.2,2.8,0.7,0.1
555,Vince Williams Jr.,SG,23,MEM,52,1436,12.8,.597,.551,.343,4.6,19.4,11.7,18.0,1.6,2.2,17.4,15.9,,1.0,1.7,2.7,.090,,-1.7,1.0,-0.7,0.5
556,Ziaire Williams,SF,22,MEM,51,1038,9.4,.511,.500,.198,3.7,16.9,10.0,11.1,1.7,0.8,13.8,19.9,,-1.0,1.1,0.1,.006,,-4.0,-0.4,-4.5,-0.6
557,Zion Williamson,PF,23,NOP,65,2032,22.8,.618,.014,.463,6.4,14.4,10.5,26.6,1.6,1.9,12.9,29.5,,4.3,2.6,6.9,.163,,3.6,0.5,4.0,3.1
558,D.J. Wilson,PF,27,PHI,2,15,31.4,.833,.333,.000,7.6,7.8,7.7,22.5,0.0,12.2,0.0,17.4,,0.1,0.0,0.1,.348,,15.4,6.9,22.3,0.1
559,Jalen Wilson,PF,23,BRK,39,548,11.2,.560,.410,.278,8.0,13.6,10.7,9.7,0.7,0.2,9.0,14.1,,0.7,0.3,1.0,.086,,-1.4,-1.3,-2.8,-0.1
560,Dylan Windler,SF,27,TOT,16,82,13.9,.674,.870,.000,1.3,17.2,9.2,14.5,1.2,0.0,4.2,12.5,,0.2,0.0,0.2,.142,,0.9,-0.1,0.9,0.1
561,James Wiseman,C,22,DET,59,977,14.8,.655,.007,.321,11.5,23.9,17.6,7.1,0.5,3.2,17.1,16.3,,1.1,0.8,1.8,.089,,-2.7,-0.9,-3.6,-0.4
562,Isaiah Wong,SG,23,IND,1,4,-0.9,.333,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,,0.0,0.0,0.0,-0.278,,-11.4,-7.6,-18.9,0.0
563,Christian Wood,PF,28,LAL,50,872,12.4,.568,.432,.356,5.5,27.6,17.1,7.4,0.9,3.3,14.1,17.7,,0.0,1.1,1.1,.061,,-2.7,-0.2,-2.8,-0.2
564,Delon Wright,PG,31,TOT,44,674,13.0,.482,.335,.249,2.8,10.8,6.7,20.6,3.4,1.3,5.9,13.0,,0.5,0.7,1.3,.091,,-2.5,2.3,-0.2,0.3
565,Thaddeus Young,PF,35,TOT,30,410,16.4,.605,.058,.136,12.0,16.0,13.9,18.6,2.5,1.1,10.6,12.8,,0.8,0.4,1.2,.141,,0.0,0.9,0.9,0.3
566,Trae Young,PG,25,ATL,51,1862,20.3,.581,.464,.403,1.3,7.5,4.3,44.5,1.8,0.5,16.0,31.0,,3.7,0.6,4.3,.110,,4.9,-2.3,2.6,2.2
567,Omer Yurtseven,C,25,UTA,43,427,14.5,.572,.145,.159,15.7,26.4,21.1,7.4,0.7,3.8,17.3,17.6,,0.2,0.3,0.5,.056,,-2.0,-1.2,-3.2,-0.1
568,Cody Zeller,C,31,NOP,40,304,13.1,.482,.050,.633,17.8,22.9,20.4,14.7,1.5,1.6,16.4,13.2,,0.3,0.5,0.8,.126,,-2.8,0.3,-2.5,0.0
569,Ivica Zubac,C,26,LAC,65,1729,19.1,.669,.000,.337,13.7,27.6,20.9,7.5,0.6,4.2,11.5,16.3,,4.2,2.2,6.4,.178,,0.7,0.0,0.7,1.2
